"CustomerID","Total_Purchase_Value","Customer_Value"
15057,1489.5,"High Value"
15058,2102.54,"Premium"
15059,1337.72,"High Value"
15060,294.25,"Low Value"
15061,54534.14,"Premium"
15062,987.86,"High Value"
15063,370.8,"Medium Value"
15065,3158.13,"Premium"
15066,893.59,"High Value"
15067,1744.76,"Premium"
15068,553.36,"Medium Value"
15069,1109.53,"High Value"
15070,106.2,"Low Value"
15071,982.07,"High Value"
15073,1043.41,"High Value"
15074,735.67,"High Value"
15075,773.03,"High Value"
15076,880.85,"High Value"
15078,9743.11000000002,"Premium"
15079,895.61,"High Value"
15081,504.8,"Medium Value"
15083,88.2,"Low Value"
15087,306.94,"Medium Value"
15088,1160.07,"High Value"
15089,2420.84,"Premium"
15090,381.32,"Medium Value"
15091,480.71,"Medium Value"
15092,457.81,"Medium Value"
15093,4597.02,"Premium"
15095,1370.6,"High Value"
15096,219.39,"Low Value"
15097,248.08,"Low Value"
15098,39916.5,"Premium"
15099,410.48,"Medium Value"
15100,876,"High Value"
15101,317.53,"Medium Value"
15103,703.36,"High Value"
15104,993.54,"High Value"
15105,2298.93,"Premium"
15106,1422.52,"High Value"
15107,319.5,"Medium Value"
15108,1300.25,"High Value"
15109,484.95,"Medium Value"
15110,996.1,"High Value"
15111,1567.48,"High Value"
15113,3509.43,"Premium"
15114,2760.56,"Premium"
15115,340.11,"Medium Value"
15116,1352.75,"High Value"
15117,1551.78,"High Value"
15118,244.8,"Low Value"
15119,266.4,"Low Value"
15120,358.82,"Medium Value"
15121,457.72,"Medium Value"
15122,1633.78,"High Value"
15123,2199.31,"Premium"
15124,184.19,"Low Value"
15125,11528.48,"Premium"
15127,406.53,"Medium Value"
15128,1471,"High Value"
15129,3447.4,"Premium"
15130,330.11,"Medium Value"
15132,977.93,"High Value"
15133,982.42,"High Value"
15134,1387.99,"High Value"
15135,139.05,"Low Value"
15136,1286.7,"High Value"
15139,178.96,"Low Value"
15140,2354.25,"Premium"
15142,498.74,"Medium Value"
15143,259.45,"Low Value"
15144,6580.44000000001,"Premium"
15145,1194.73,"High Value"
15146,1327.16,"High Value"
15147,623.5,"Medium Value"
15148,301.29,"Low Value"
15149,520.8,"Medium Value"
15150,5291.33,"Premium"
15152,4745.69,"Premium"
15153,329.25,"Medium Value"
15154,254.28,"Low Value"
15156,961.49,"High Value"
15157,1936.07,"Premium"
15158,401.4,"Medium Value"
15159,18641.01,"Premium"
15160,158.16,"Low Value"
15163,304.47,"Low Value"
15164,824.58,"High Value"
15165,487.75,"Medium Value"
15167,158.8,"Low Value"
15168,106.56,"Low Value"
15171,1289.5,"High Value"
15172,1624.05,"High Value"
15174,135.75,"Low Value"
15175,224.14,"Low Value"
15178,40.5,"Low Value"
15179,2206.95,"Premium"
15180,87.5,"Low Value"
15181,689.48,"High Value"
15182,622.85,"Medium Value"
15184,402.2,"Medium Value"
15185,310.62,"Medium Value"
15186,411.41,"Medium Value"
15187,4777.18,"Premium"
15189,16225.39,"Premium"
15192,1044.32,"High Value"
15193,499.32,"Medium Value"
15194,7616.53,"Premium"
15195,3861,"Premium"
15197,1079.61,"High Value"
15198,193.64,"Low Value"
15199,1268.7,"High Value"
15201,1236.54,"High Value"
15203,1827.8,"Premium"
15204,316.58,"Medium Value"
15205,653.24,"Medium Value"
15206,420.3,"Medium Value"
15208,870.12,"High Value"
15210,331.18,"Medium Value"
15211,894.41,"High Value"
15212,101.8,"Low Value"
15213,328.35,"Medium Value"
15214,1661.44,"Premium"
15215,734.94,"High Value"
15216,96.6,"Low Value"
15218,5756.89,"Premium"
15219,305.75,"Low Value"
15220,1778.96,"Premium"
15221,403.25,"Medium Value"
15222,585,"Medium Value"
15223,755.75,"High Value"
15224,322.08,"Medium Value"
15225,409.4,"Medium Value"
15226,154.41,"Low Value"
15227,1219.4,"High Value"
15228,3386.71,"Premium"
15230,429.6,"Medium Value"
15232,612.06,"Medium Value"
15234,197,"Low Value"
15235,2247.51,"Premium"
15236,321.05,"Medium Value"
15237,1412.32,"High Value"
15238,1071.99,"High Value"
15239,780.59,"High Value"
15240,1706.57,"Premium"
15241,1756.44,"Premium"
15243,316.68,"Medium Value"
15244,631.57,"Medium Value"
15245,2515.84,"Premium"
15246,514.15,"Medium Value"
15247,356,"Medium Value"
15249,6688.46000000001,"Premium"
15251,10484.99,"Premium"
15252,740.78,"High Value"
15253,918.2,"High Value"
15254,300.36,"Low Value"
15255,890.85,"High Value"
15256,98.45,"Low Value"
15257,317.15,"Medium Value"
15258,623.16,"Medium Value"
15260,1810.77,"Premium"
15261,254.82,"Low Value"
15262,178.95,"Low Value"
15263,156.51,"Low Value"
15264,393.74,"Medium Value"
15265,1506.12,"High Value"
15266,119.3,"Low Value"
15267,1717.36,"Premium"
15269,408.8,"Medium Value"
15270,2379.49,"Premium"
15271,2493.34,"Premium"
15272,721.94,"High Value"
15274,716.57,"High Value"
15275,615.14,"Medium Value"
15276,128.63,"Low Value"
15277,255.9,"Low Value"
15279,290.51,"Low Value"
15280,113.12,"Low Value"
15281,2332.15,"Premium"
15286,240.55,"Low Value"
15287,486.69,"Medium Value"
15288,2306.52,"Premium"
15289,939.78,"High Value"
15290,7943.22,"Premium"
15291,4668.3,"Premium"
15292,178.39,"Low Value"
15296,3672.86,"Premium"
15297,641.94,"Medium Value"
15298,4799.9,"Premium"
15299,4507.01,"Premium"
15300,496.44,"Medium Value"
15301,5049.95,"Premium"
15303,574.02,"Medium Value"
15304,694.4,"High Value"
15306,1174.35,"High Value"
15307,205.3,"Low Value"
15308,310.47,"Medium Value"
15311,60632.7500000001,"Premium"
15312,924.85,"High Value"
15313,52,"Low Value"
15314,327.97,"Medium Value"
15315,570.5,"Medium Value"
15316,165,"Low Value"
15318,312.62,"Medium Value"
15319,204.5,"Low Value"
15320,267.13,"Low Value"
15321,2748.31,"Premium"
15322,679.68,"High Value"
15325,161.74,"Low Value"
15326,311.71,"Medium Value"
15327,208.75,"Low Value"
15329,1049.7,"High Value"
15330,714.96,"High Value"
15332,1661.06,"Premium"
15333,1028.56,"High Value"
15334,350.82,"Medium Value"
15335,170.22,"Low Value"
15339,574.07,"Medium Value"
15341,2020.52,"Premium"
15342,406.09,"Medium Value"
15343,364.5,"Medium Value"
15344,563.94,"Medium Value"
15345,393.54,"Medium Value"
15346,252.42,"Low Value"
15347,201.6,"Low Value"
15348,158.04,"Low Value"
15349,463.91,"Medium Value"
15350,115.65,"Low Value"
15351,1934.66,"Premium"
15353,770.12,"High Value"
15355,277.05,"Low Value"
15356,2718.03,"Premium"
15358,8347.19999999999,"Premium"
15360,427.93,"Medium Value"
15361,418.92,"Medium Value"
15363,326,"Medium Value"
15364,913.19,"High Value"
15365,2314.32,"Premium"
15366,602.51,"Medium Value"
15367,1877.59,"Premium"
15368,446.94,"Medium Value"
15370,2386.05,"Premium"
15372,2007.4,"Premium"
15373,2415.91,"Premium"
15374,168,"Low Value"
15376,1221.56,"High Value"
15379,3703.29,"Premium"
15380,1690.26,"Premium"
15381,596.85,"Medium Value"
15382,5955.71,"Premium"
15384,642.41,"Medium Value"
15385,316.88,"Medium Value"
15386,394.14,"Medium Value"
15388,140.54,"Low Value"
15389,500,"Medium Value"
15392,1535.53,"High Value"
15393,231.86,"Low Value"
15394,2183.54,"Premium"
15395,107.45,"Low Value"
15396,288.18,"Low Value"
15397,94,"Low Value"
15398,1345.53,"High Value"
15399,815.77,"High Value"
15400,716.2,"High Value"
15402,626.77,"Medium Value"
15405,349.1,"Medium Value"
15406,510.71,"Medium Value"
15407,1046.74,"High Value"
15408,267.18,"Low Value"
15410,3450.84,"Premium"
15411,1348.93,"High Value"
15412,190.53,"Low Value"
15414,774.9,"High Value"
15415,559.61,"Medium Value"
15416,3984.32,"Premium"
15417,508.8,"Medium Value"
15419,135.86,"Low Value"
15421,950.36,"High Value"
15422,97.7,"Low Value"
15423,43.5,"Low Value"
15424,383.34,"Medium Value"
15426,1404.07,"High Value"
15427,1430.54,"High Value"
15428,93.78,"Low Value"
15429,397.35,"Medium Value"
15432,171.19,"Low Value"
15433,533.3,"Medium Value"
15434,1041.48,"High Value"
15435,149.29,"Low Value"
15436,1067.75,"High Value"
15437,200.16,"Low Value"
15438,156.58,"Low Value"
15440,383.68,"Medium Value"
15442,594,"Medium Value"
15443,3213.59,"Premium"
15444,1411.21,"High Value"
15445,113.5,"Low Value"
15447,155.17,"Low Value"
15448,494.64,"Medium Value"
15449,974.52,"High Value"
15450,429.84,"Medium Value"
15452,528.48,"Medium Value"
15453,1371.77,"High Value"
15454,179.1,"Low Value"
15456,434.59,"Medium Value"
15457,237.07,"Low Value"
15458,161.64,"Low Value"
15460,214.26,"Low Value"
15462,234.6,"Low Value"
15463,126.14,"Low Value"
15464,1044.65,"High Value"
15465,7354.62,"Premium"
15466,334.53,"Medium Value"
15467,524.88,"Medium Value"
15468,467.51,"Medium Value"
15469,538.55,"Medium Value"
15471,454.48,"Medium Value"
15472,371.56,"Medium Value"
15473,1771.2,"Premium"
15475,454.11,"Medium Value"
15478,1399.92,"High Value"
15480,905.5,"High Value"
15482,10879.76,"Premium"
15483,225.26,"Low Value"
15484,3590.41,"Premium"
15485,2564.5,"Premium"
15488,91.32,"Low Value"
15489,1134.28,"High Value"
15491,3100.09,"Premium"
15492,659.46,"Medium Value"
15493,1953.41,"Premium"
15494,1280.58,"High Value"
15497,1262.2,"High Value"
15498,13316.4,"Premium"
15500,1131.56,"High Value"
15502,10384.93,"Premium"
15503,141.04,"Low Value"
15504,52.83,"Low Value"
15505,3610.96,"Premium"
15506,972.08,"High Value"
15507,475.86,"Medium Value"
15508,1000.27,"High Value"
15510,250,"Low Value"
15511,900.53,"High Value"
15512,121,"Low Value"
15513,14758.22,"Premium"
15514,4023.72,"Premium"
15516,62.43,"Low Value"
15517,267.03,"Low Value"
15518,1921.55,"Premium"
15520,343.5,"Medium Value"
15521,3000.2,"Premium"
15522,397.99,"Medium Value"
15523,412.01,"Medium Value"
15524,440,"Medium Value"
15525,734.37,"High Value"
15526,148.44,"Low Value"
15527,2428.53,"Premium"
15528,229.33,"Low Value"
15529,3962.6,"Premium"
15530,1497.31,"High Value"
15531,1972.39,"Premium"
15532,1564.73,"High Value"
15533,807.57,"High Value"
15535,502.9,"Medium Value"
15537,110.92,"Low Value"
15539,538.46,"Medium Value"
15540,213.3,"Low Value"
15541,85.13,"Low Value"
15543,127.86,"Low Value"
15544,3546.71,"Premium"
15545,288.97,"Low Value"
15547,4910.59999999999,"Premium"
15549,1681.46,"Premium"
15550,575.63,"Medium Value"
15551,436.06,"Medium Value"
15552,90.12,"Low Value"
15553,428.93,"Medium Value"
15554,217.2,"Low Value"
15555,4794.85999999999,"Premium"
15556,279.77,"Low Value"
15557,468.91,"Medium Value"
15561,800.59,"High Value"
15562,134.55,"Low Value"
15563,1400.44,"High Value"
15565,173.16,"Low Value"
15567,186.01,"Low Value"
15568,758.29,"High Value"
15569,1375.71,"High Value"
15570,4148.82,"Premium"
15571,650.43,"Medium Value"
15572,2533.42,"Premium"
15573,591.19,"Medium Value"
15574,675.64,"High Value"
15576,921.37,"High Value"
15577,258.88,"Low Value"
15578,127.1,"Low Value"
15579,327.6,"Medium Value"
15581,3675.77,"Premium"
15582,682.91,"High Value"
15584,720.86,"High Value"
15585,455.3,"Medium Value"
15587,913.68,"High Value"
15589,478.53,"Medium Value"
15592,388.58,"Medium Value"
15593,199.8,"Low Value"
15594,1771.78,"Premium"
15596,1406.59,"High Value"
15597,324.57,"Medium Value"
15598,240.68,"Low Value"
15599,761.74,"High Value"
15601,6776.56,"Premium"
15602,1297.87,"High Value"
15603,48.48,"Low Value"
15604,216.39,"Low Value"
15605,1198.23,"High Value"
15606,2920.16,"Premium"
15607,104.76,"Low Value"
15608,1093.68,"High Value"
15609,298.48,"Low Value"
15610,112.46,"Low Value"
15611,1591.45,"High Value"
15612,195.15,"Low Value"
15615,10399.74,"Premium"
15618,776.851,"High Value"
15619,336.4,"Medium Value"
15620,1553.18,"High Value"
15621,1293.03,"High Value"
15622,3709.56,"Premium"
15623,301.03,"Low Value"
15624,588.13,"Medium Value"
15625,1534.26,"High Value"
15626,675.8,"High Value"
15628,2870.24,"Premium"
15630,1186.35,"High Value"
15632,3285.31,"Premium"
15634,243.55,"Low Value"
15636,724.76,"High Value"
15637,223.36,"Low Value"
15639,425.32,"Medium Value"
15640,12416.11,"Premium"
15641,1887.2,"Premium"
15643,664,"Medium Value"
15644,803.54,"High Value"
15645,612.01,"Medium Value"
15646,447.64,"Medium Value"
15648,639.5,"Medium Value"
15649,816,"High Value"
15651,646.3,"Medium Value"
15652,337.74,"Medium Value"
15653,877.44,"High Value"
15654,922.53,"High Value"
15655,560.67,"Medium Value"
15656,748.5,"High Value"
15657,30,"Low Value"
15658,1024.1,"High Value"
15659,306.45,"Low Value"
15660,1600.86,"High Value"
15661,309.8,"Medium Value"
15663,138.14,"Low Value"
15664,386.43,"Medium Value"
15665,2222.21,"Premium"
15667,301.32,"Low Value"
15668,76.32,"Low Value"
15669,684.34,"High Value"
15670,173.05,"Low Value"
15671,2657.13,"Premium"
15673,2726.23,"Premium"
15674,2446.6,"Premium"
15675,323.69,"Medium Value"
15676,3435.76,"Premium"
15677,657.23,"Medium Value"
15678,352.7,"Medium Value"
15679,781.28,"High Value"
15680,1333.68,"High Value"
15681,1426.16,"High Value"
15683,193.75,"Low Value"
15687,2993.1,"Premium"
15689,254.1,"Low Value"
15690,239.76,"Low Value"
15691,136.8,"Low Value"
15692,191.04,"Low Value"
15694,6479.4,"Premium"
15695,409.98,"Medium Value"
15696,2711.11,"Premium"
15699,309.65,"Medium Value"
15700,696.68,"High Value"
15701,1529,"High Value"
15703,211.5,"Low Value"
15704,2293.62,"Premium"
15705,143.1,"Low Value"
15706,1060.56,"High Value"
15707,916.98,"High Value"
15708,3235.25,"Premium"
15709,133.25,"Low Value"
15712,1072.36,"High Value"
15713,356.7,"Medium Value"
15714,330.03,"Medium Value"
15716,1101.11,"High Value"
15717,150.3,"Low Value"
15719,5030.07,"Premium"
15720,598.73,"Medium Value"
15721,471.4,"Medium Value"
15722,2211.21,"Premium"
15723,190.7,"Low Value"
15724,218.25,"Low Value"
15725,415.25,"Medium Value"
15727,5159.06,"Premium"
15729,85,"Low Value"
15730,1120.88,"High Value"
15732,294.12,"Low Value"
15733,162.3,"Low Value"
15734,1339.45,"High Value"
15737,1188.12,"High Value"
15738,4812.42,"Premium"
15739,449.12,"Medium Value"
15740,154.88,"Low Value"
15743,775.96,"High Value"
15744,34.8,"Low Value"
15745,1094.59,"High Value"
15746,196.88,"Low Value"
15747,946.64,"High Value"
15748,144.36,"Low Value"
15749,44534.3,"Premium"
15750,2463.05,"Premium"
15752,2626.6,"Premium"
15753,79.2,"Low Value"
15754,458.57,"Medium Value"
15755,2364.25,"Premium"
15756,528.01,"Medium Value"
15757,714.42,"High Value"
15758,205.25,"Low Value"
15759,253.04,"Low Value"
15762,583.75,"Medium Value"
15763,1086.92,"High Value"
15764,3279.97,"Premium"
15766,315.06,"Medium Value"
15768,621.83,"Medium Value"
15769,56252.72,"Premium"
15773,635.68,"Medium Value"
15774,270.8,"Low Value"
15775,104.9,"Low Value"
15776,241.62,"Low Value"
15777,1047.11,"High Value"
15780,475.28,"Medium Value"
15781,345.46,"Medium Value"
15782,2614.74,"Premium"
15783,246.3,"Low Value"
15785,2328.97,"Premium"
15786,4919,"Premium"
15787,933.26,"High Value"
15789,351.3,"Medium Value"
15790,218.75,"Low Value"
15791,1612.69,"High Value"
15793,965.61,"High Value"
15795,610.01,"Medium Value"
15796,2708.61,"Premium"
15797,2207.4,"Premium"
15799,884.14,"High Value"
15800,696.89,"High Value"
15801,1063.95,"High Value"
15802,451.42,"Medium Value"
15803,415.82,"Medium Value"
15804,4206.39,"Premium"
15805,5488.18,"Premium"
15806,784.58,"High Value"
15807,903.9,"High Value"
15808,3651.27,"Premium"
15809,515.77,"Medium Value"
15810,1391.98,"High Value"
15811,2218.62,"Premium"
15812,1801.14,"Premium"
15813,1303.91,"High Value"
15814,1945.33,"Premium"
15815,2100.6,"Premium"
15819,1905.45,"Premium"
15820,206.98,"Low Value"
15821,570.96,"Medium Value"
15822,885.47,"High Value"
15823,15,"Low Value"
15825,532.94,"Medium Value"
15826,1654.31,"High Value"
15827,1836.09,"Premium"
15829,636.14,"Medium Value"
15830,576,"Medium Value"
15831,794.64,"High Value"
15832,836.79,"High Value"
15834,2225.15,"Premium"
15835,954.09,"High Value"
15836,137.37,"Low Value"
15837,391.98,"Medium Value"
15838,33643.08,"Premium"
15839,1048.49,"High Value"
15840,355.56,"Medium Value"
15841,1224.06,"High Value"
15843,118.95,"Low Value"
15844,130.74,"Low Value"
15845,3711.77,"Premium"
15847,389.27,"Medium Value"
15850,234.88,"Low Value"
15852,160.71,"Low Value"
15853,110.8,"Low Value"
15854,2969.12,"Premium"
15855,712.24,"High Value"
15856,16143.64,"Premium"
15857,297,"Low Value"
15858,1427.57,"High Value"
15860,965.159999999999,"High Value"
15861,3146.92,"Premium"
15862,832.88,"High Value"
15863,68.84,"Low Value"
15864,1936.32,"Premium"
15865,895.13,"High Value"
15866,211.89,"Low Value"
15867,3810.14,"Premium"
15869,149.64,"Low Value"
15870,351.44,"Medium Value"
15872,316.25,"Medium Value"
15874,4405.88,"Premium"
15877,490.33,"Medium Value"
15880,329.03,"Medium Value"
15881,501.39,"Medium Value"
15882,516.36,"Medium Value"
15883,396.48,"Medium Value"
15885,379.35,"Medium Value"
15886,181.09,"Low Value"
15888,168.31,"Low Value"
15889,420.07,"Medium Value"
15891,511.68,"Medium Value"
15894,258.25,"Low Value"
15895,179.17,"Low Value"
15897,208.59,"Low Value"
15898,1383.83,"High Value"
15899,56.25,"Low Value"
15900,337.28,"Medium Value"
15901,351.73,"Medium Value"
15903,5126.76,"Premium"
15904,164.68,"Low Value"
15906,1567.69,"High Value"
15907,882.72,"High Value"
15909,191.94,"Low Value"
15910,1228.88,"High Value"
15912,264.62,"Low Value"
15916,1502.86,"High Value"
15917,123.1,"Low Value"
15918,334.23,"Medium Value"
15919,525.69,"Medium Value"
15920,167.5,"Low Value"
15921,323.03,"Medium Value"
15922,369.5,"Medium Value"
15923,127.08,"Low Value"
15925,207.15,"Low Value"
15930,426.63,"Medium Value"
15932,2495.87,"Premium"
15933,1107.46,"High Value"
15935,416.86,"Medium Value"
15937,145.35,"Low Value"
15938,404.58,"Medium Value"
15939,6115.01,"Premium"
15940,35.8,"Low Value"
15942,337.44,"Medium Value"
15944,325.1,"Medium Value"
15945,181,"Low Value"
15947,1708.24,"Premium"
15948,955.24,"High Value"
15949,364.72,"Medium Value"
15950,1744.71,"Premium"
15951,708.22,"High Value"
15952,781.91,"High Value"
15953,1657.28,"High Value"
15955,4416.26,"Premium"
15957,428.89,"Medium Value"
15958,104.35,"Low Value"
15963,470.76,"Medium Value"
15965,808.87,"High Value"
15967,397.68,"Medium Value"
15969,666.1,"Medium Value"
15970,314.1,"Medium Value"
15971,4199.85,"Premium"
15973,307.82,"Medium Value"
15974,3442.15,"Premium"
15975,371.01,"Medium Value"
15976,427.64,"Medium Value"
15977,1054.73,"High Value"
15978,1098.78,"High Value"
15980,2398.86,"Premium"
15981,3408.48,"Premium"
15983,1465.12,"High Value"
15984,2780.63,"Premium"
15985,1142.42,"High Value"
15986,168.12,"Low Value"
15987,1432.77,"High Value"
15988,156.78,"Low Value"
15990,792.11,"High Value"
15992,41.99,"Low Value"
15993,2777.67,"Premium"
15994,414.27,"Medium Value"
15996,1032.58,"High Value"
15998,3080.22,"Premium"
16000,12393.7,"Premium"
16003,2735.37,"Premium"
16005,578.709999999999,"Medium Value"
16006,101.4,"Low Value"
16007,1693.81,"Premium"
16008,478.78,"Medium Value"
16009,972.11,"High Value"
16010,392.4,"Medium Value"
16011,3352.96,"Premium"
16012,1415.29,"High Value"
16013,37130.6,"Premium"
16014,646.83,"Medium Value"
16015,704.55,"High Value"
16016,1465.51,"High Value"
16017,211.88,"Low Value"
16018,408.9,"Medium Value"
16019,3786.24,"Premium"
16020,851.01,"High Value"
16022,602.63,"Medium Value"
16023,719.81,"High Value"
16024,251.03,"Low Value"
16025,439.66,"Medium Value"
16026,236.09,"Low Value"
16027,934.62,"High Value"
16029,80850.84,"Premium"
16030,331.24,"Medium Value"
16031,547.9,"Medium Value"
16033,8778.81999999999,"Premium"
16034,437.7,"Medium Value"
16036,758.919999999999,"High Value"
16037,855.02,"High Value"
16038,471.78,"Medium Value"
16040,1313.55,"High Value"
16041,3166.4,"Premium"
16042,1177.47,"High Value"
16043,773.99,"High Value"
16045,1340.7,"High Value"
16048,256.44,"Low Value"
16049,1074.81,"High Value"
16050,137.9,"Low Value"
16052,362.06,"Medium Value"
16053,1511.95,"High Value"
16054,783.9,"High Value"
16055,134.8,"Low Value"
16056,650.75,"Medium Value"
16057,2263.12,"Premium"
16059,1453.16,"High Value"
16062,1153.62,"High Value"
16063,335.32,"Medium Value"
16065,367.14,"Medium Value"
16066,1521.04,"High Value"
16070,852.15,"High Value"
16071,326.24,"Medium Value"
16072,584.32,"Medium Value"
16073,122.4,"Low Value"
16076,2234.73,"Premium"
16078,79.2,"Low Value"
16079,1352,"High Value"
16080,217.16,"Low Value"
16081,2799.42,"Premium"
16083,1317.62,"High Value"
16084,436.18,"Medium Value"
16085,981.51,"High Value"
16086,1121.39,"High Value"
16091,315.06,"Medium Value"
16092,817.86,"High Value"
16093,17,"Low Value"
16094,1078.23,"High Value"
16096,320.62,"Medium Value"
16097,185.05,"Low Value"
16098,2005.63,"Premium"
16099,731.9,"High Value"
16101,1290.7,"High Value"
16102,1842.14,"Premium"
16103,1429.64,"High Value"
16104,298.21,"Low Value"
16105,336.96,"Medium Value"
16106,108.38,"Low Value"
16107,3204.16,"Premium"
16108,842.5,"High Value"
16109,611.88,"Medium Value"
16110,1320.95,"High Value"
16112,195.74,"Low Value"
16113,161.38,"Low Value"
16114,135.75,"Low Value"
16115,1660.88,"Premium"
16116,612.78,"Medium Value"
16117,232.21,"Low Value"
16119,423.36,"Medium Value"
16120,1309.14,"High Value"
16121,854.66,"High Value"
16122,684.42,"High Value"
16123,307.78,"Medium Value"
16124,249,"Low Value"
16125,289.35,"Low Value"
16126,6287.77,"Premium"
16127,656.25,"Medium Value"
16128,1880.22,"Premium"
16131,3506.54,"Premium"
16133,14589.04,"Premium"
16134,618.09,"Medium Value"
16135,517.55,"Medium Value"
16136,709.38,"High Value"
16139,635.41,"Medium Value"
16140,725.18,"High Value"
16141,620.4,"Medium Value"
16142,535.34,"Medium Value"
16143,2424.94,"Premium"
16144,175.2,"Low Value"
16145,3799.49,"Premium"
16146,734.13,"High Value"
16147,375,"Medium Value"
16148,76.32,"Low Value"
16149,280.52,"Low Value"
16150,2053.02,"Premium"
16152,1829.04,"Premium"
16153,1824.23,"Premium"
16156,3092.04,"Premium"
16157,656.69,"Medium Value"
16159,348.2,"Medium Value"
16160,1025.44,"High Value"
16161,5533.67,"Premium"
16162,37.4,"Low Value"
16163,856.6,"High Value"
16164,822.48,"High Value"
16168,3787.6,"Premium"
16169,1822.97,"Premium"
16170,1885.05,"Premium"
16171,73.2,"Low Value"
16172,1140.21,"High Value"
16173,1418.32,"High Value"
16174,1009.55,"High Value"
16175,1037.59,"High Value"
16177,331.95,"Medium Value"
16178,197.9,"Low Value"
16179,215.83,"Low Value"
16180,10254.18,"Premium"
16181,305.54,"Low Value"
16182,6617.65,"Premium"
16183,338.71,"Medium Value"
16184,1158.79,"High Value"
16185,529.41,"Medium Value"
16186,4006.94,"Premium"
16187,6911.44,"Premium"
16188,981.86,"High Value"
16189,215.48,"Low Value"
16190,215.08,"Low Value"
16191,5180.52,"Premium"
16193,314.45,"Medium Value"
16198,400.681,"Medium Value"
16200,1068.87,"High Value"
16201,1863.47,"Premium"
16202,365.27,"Medium Value"
16203,592.9,"Medium Value"
16204,384.18,"Medium Value"
16205,757.63,"High Value"
16206,537.06,"Medium Value"
16207,394.38,"Medium Value"
16208,664.26,"Medium Value"
16209,2262.62,"Premium"
16210,21086.3,"Premium"
16211,547.02,"Medium Value"
16212,690.34,"High Value"
16213,159,"Low Value"
16214,1062.75,"High Value"
16215,242.35,"Low Value"
16216,914.93,"High Value"
16217,304.25,"Low Value"
16218,3084.68,"Premium"
16221,860.86,"High Value"
16222,773.550000000001,"High Value"
16224,1295.3,"High Value"
16225,1096.32,"High Value"
16226,255.12,"Low Value"
16227,314.22,"Medium Value"
16229,1010.6,"High Value"
16230,542.03,"Medium Value"
16232,990.88,"High Value"
16233,536.68,"Medium Value"
16235,867.31,"High Value"
16236,432.2,"Medium Value"
16239,414.2,"Medium Value"
16240,3718.8,"Premium"
16241,2590.31000000001,"Premium"
16242,3579.86,"Premium"
16243,409.1,"Medium Value"
16244,1522.75,"High Value"
16245,1413.66,"High Value"
16247,114.56,"Low Value"
16248,152.94,"Low Value"
16249,1800.07,"Premium"
16250,389.44,"Medium Value"
16253,3683.86,"Premium"
16255,2619.91,"Premium"
16256,752.43,"High Value"
16257,46.95,"Low Value"
16258,5203.51,"Premium"
16260,1035.45,"High Value"
16261,728.54,"High Value"
16265,5447,"Premium"
16266,861.89,"High Value"
16268,667.65,"Medium Value"
16270,1141.24,"High Value"
16271,1404.64,"High Value"
16272,411.7,"Medium Value"
16274,351.75,"Medium Value"
16275,559.87,"Medium Value"
16276,810.6,"High Value"
16278,566.38,"Medium Value"
16279,1502.78,"High Value"
16281,2062.06,"Premium"
16282,168.3,"Low Value"
16283,1570.81,"High Value"
16284,812.68,"High Value"
16287,142.5,"Low Value"
16292,302.25,"Low Value"
16293,2248.99,"Premium"
16295,1328.55,"High Value"
16297,301.9,"Low Value"
16298,598.2,"Medium Value"
16302,233.22,"Low Value"
16303,5360.63,"Premium"
16305,361.22,"Medium Value"
16306,632.27,"Medium Value"
16308,2560,"Premium"
16309,706.57,"High Value"
16311,616.26,"Medium Value"
16313,274.15,"Low Value"
16315,226.37,"Low Value"
16316,2938.91,"Premium"
16317,1341.65,"High Value"
16318,328.15,"Medium Value"
16319,404.4,"Medium Value"
16320,1038.46,"High Value"
16321,373.65,"Medium Value"
16322,326.75,"Medium Value"
16323,207.5,"Low Value"
16324,408.59,"Medium Value"
16325,594.24,"Medium Value"
16326,3039.22,"Premium"
16327,3820.27,"Premium"
16330,251.91,"Low Value"
16332,1582.8,"High Value"
16333,26626.8,"Premium"
16337,151.05,"Low Value"
16338,214.8,"Low Value"
16339,94.05,"Low Value"
16340,534.31,"Medium Value"
16341,1971.87,"Premium"
16342,322.41,"Medium Value"
16343,328.58,"Medium Value"
16344,101.1,"Low Value"
16345,565.46,"Medium Value"
16347,847.45,"High Value"
16348,1415.65,"High Value"
16349,53.5,"Low Value"
16350,1116.47,"High Value"
16351,153.9,"Low Value"
16352,494.44,"Medium Value"
16353,6675.71,"Premium"
16354,395.8,"Medium Value"
16356,211.77,"Low Value"
16357,658.88,"Medium Value"
16358,2027.5,"Premium"
16359,1750.92,"Premium"
16360,3450.41,"Premium"
16361,891.21,"High Value"
16362,709.99,"High Value"
16363,109.36,"Low Value"
16364,705.79,"High Value"
16365,1540.42,"High Value"
16366,327.3,"Medium Value"
16367,800.67,"High Value"
16368,479.91,"Medium Value"
16369,1545.41,"High Value"
16370,1301.91,"High Value"
16372,355.73,"Medium Value"
16374,466.73,"Medium Value"
16376,974.960000000001,"High Value"
16377,676.2,"High Value"
16378,362.95,"Medium Value"
16379,2157.4,"Premium"
16380,1743.15,"Premium"
16383,643.76,"Medium Value"
16384,584.5,"Medium Value"
16385,554.86,"Medium Value"
16386,302.57,"Low Value"
16387,94.36,"Low Value"
16389,1382.07,"High Value"
16392,217.89,"Low Value"
